,index,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
551,552,29,1.0,2.0,45.0,1.0,1.0,1,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
552,553,21,2.0,1.0,45.0,1.0,1.0,1,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
553,554,27,1.0,11.0,45.0,1.0,0.0,1,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0
554,555,32,1.0,2.0,45.0,1.0,1.0,1,4.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
555,556,34,0.0,5.0,45.0,1.0,1.0,0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
556,557,33,0.0,0.0,2.0,1.0,1.0,0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
557,558,22,0.0,4.0,45.0,1.0,0.0,1,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0
558,559,24,0.0,0.0,0.0,1.0,1.0,0,0.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
559,560,65,0.0,0.0,16.0,0.0,1.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
560,561,27,0.0,0.0,5.0,1.0,0.0,1,3.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
561,562,33,0.0,5.0,45.0,1.0,1.0,0,1.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0
562,563,36,0.0,0.0,19.0,1.0,1.0,1,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
563,564,40,0.0,2.0,45.0,1.0,1.0,0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
564,565,28,0.0,0.0,15.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
565,566,39,0.0,0.0,5.0,1.0,1.0,1,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
566,567,32,0.0,0.0,0.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0
567,568,31,0.0,0.0,0.0,1.0,0.0,0,3.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
568,569,38,0.0,0.0,6.0,1.0,0.0,1,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
569,570,23,0.0,0.0,0.0,1.0,0.0,1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
570,571,42,0.0,0.0,0.0,1.0,1.0,1,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0
571,572,27,1.0,0.0,2.0,1.0,1.0,0,3.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
572,573,26,1.0,0.0,7.0,1.0,0.0,1,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
573,574,50,0.0,0.0,45.0,1.0,1.0,0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
574,575,37,0.0,0.0,6.0,1.0,0.0,0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
575,576,23,0.0,0.0,40.0,1.0,1.0,0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
576,577,33,0.0,0.0,10.0,1.0,0.0,0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
577,578,29,0.0,2.0,45.0,0.0,1.0,0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
578,579,34,0.0,0.0,8.0,1.0,0.0,1,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
579,580,41,0.0,0.0,0.0,1.0,0.0,1,4.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
580,581,50,0.0,0.0,5.0,1.0,0.0,0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
581,582,29,0.0,2.0,45.0,1.0,1.0,1,1.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
582,583,35,0.0,0.0,11.0,1.0,1.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
583,584,27,0.0,24.0,45.0,1.0,1.0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
584,585,40,1.0,0.0,7.0,1.0,1.0,0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0
585,586,27,0.0,5.0,45.0,1.0,1.0,1,4.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
586,587,29,1.0,0.0,10.0,1.0,1.0,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
587,588,31,0.0,0.0,9.0,1.0,0.0,1,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
588,589,43,0.0,0.0,9.0,1.0,1.0,1,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
589,590,34,0.0,0.0,29.0,1.0,0.0,1,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
590,591,29,0.0,0.0,9.0,1.0,0.0,1,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
591,592,19,0.0,2.0,45.0,1.0,0.0,1,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
592,593,41,0.0,0.0,4.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
593,594,29,0.0,0.0,5.0,1.0,0.0,0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
594,595,23,0.0,0.0,6.0,1.0,1.0,0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
595,596,24,1.0,0.0,45.0,1.0,0.0,1,3.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
596,597,31,0.0,0.0,2.0,1.0,1.0,0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
597,598,43,0.0,0.0,1.0,1.0,1.0,0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
598,599,31,0.0,0.0,2.0,1.0,0.0,1,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
599,600,29,0.0,0.0,0.0,1.0,0.0,0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
600,601,35,0.0,0.0,4.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
601,602,33,0.0,0.0,18.0,1.0,0.0,1,3.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
602,603,30,1.0,0.0,18.0,0.0,0.0,1,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
603,604,27,0.0,0.0,6.0,1.0,1.0,0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
604,605,32,0.0,0.0,10.0,1.0,1.0,0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
605,606,50,0.0,0.0,36.0,1.0,1.0,0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
606,607,24,0.0,0.0,23.0,1.0,1.0,0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
607,608,27,0.0,0.0,2.0,1.0,1.0,0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
608,609,27,0.0,5.0,45.0,1.0,1.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
609,610,32,0.0,0.0,3.0,1.0,1.0,1,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
610,611,42,0.0,0.0,18.0,0.0,1.0,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
611,612,37,0.0,0.0,1.0,1.0,1.0,0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
612,613,30,0.0,24.0,45.0,1.0,1.0,0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
613,614,29,0.0,0.0,1.0,1.0,1.0,0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
614,615,30,0.0,0.0,15.0,0.0,1.0,1,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
615,616,35,0.0,0.0,10.0,1.0,1.0,0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
616,617,35,0.0,0.0,20.0,1.0,0.0,1,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
617,618,38,0.0,4.0,45.0,1.0,0.0,0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
618,619,22,0.0,1.0,45.0,1.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0
619,620,24,0.0,3.0,45.0,1.0,0.0,0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
620,621,22,0.0,4.0,45.0,0.0,1.0,0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0
621,622,31,1.0,0.0,1.0,1.0,1.0,1,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
622,623,23,1.0,0.0,0.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
623,624,31,1.0,0.0,5.0,1.0,0.0,1,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
624,625,28,1.0,0.0,0.0,1.0,0.0,1,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
625,626,37,0.0,2.0,45.0,1.0,0.0,1,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
626,627,34,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
627,628,32,0.0,2.0,45.0,1.0,1.0,0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
628,629,28,0.0,0.0,10.0,1.0,0.0,1,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
629,630,24,1.0,1.0,45.0,1.0,1.0,1,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
630,631,56,0.0,0.0,7.0,1.0,0.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
631,632,31,0.0,3.0,45.0,1.0,1.0,0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
632,633,34,1.0,0.0,0.0,1.0,1.0,1,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
633,634,35,0.0,3.0,45.0,1.0,1.0,1,2.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
634,635,28,0.0,3.0,45.0,1.0,1.0,0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
635,636,36,0.0,12.0,45.0,0.0,0.0,1,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
636,637,30,0.0,1.0,45.0,1.0,1.0,1,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
637,638,35,0.0,0.0,45.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
638,639,49,0.0,27.0,45.0,0.0,0.0,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
639,640,36,0.0,3.0,45.0,1.0,1.0,0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
640,641,35,0.0,3.0,45.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
641,642,29,1.0,5.0,45.0,1.0,0.0,1,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
642,643,57,0.0,0.0,0.0,1.0,1.0,0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
643,644,31,1.0,14.0,45.0,1.0,0.0,1,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
644,645,37,0.0,6.0,45.0,0.0,1.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
645,646,25,0.0,6.0,45.0,1.0,0.0,1,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
646,647,30,0.0,5.0,45.0,1.0,1.0,0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
647,648,26,1.0,5.0,45.0,1.0,0.0,0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
648,649,22,1.0,4.0,45.0,1.0,1.0,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
649,650,39,0.0,0.0,16.0,1.0,1.0,0,2.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
650,651,29,0.0,1.0,45.0,1.0,0.0,1,1.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
651,652,54,0.0,1.0,45.0,0.0,0.0,1,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0
652,653,34,1.0,5.0,45.0,1.0,0.0,0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
653,654,32,0.0,0.0,1.0,1.0,1.0,1,1.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
654,655,25,0.0,35.0,45.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0
655,656,29,0.0,12.0,45.0,1.0,1.0,0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
656,657,32,0.0,3.0,45.0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
657,658,30,0.0,1.0,45.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0
658,659,31,0.0,3.0,45.0,1.0,1.0,0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
659,660,20,1.0,10.0,45.0,1.0,1.0,0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
660,661,27,0.0,1.0,45.0,1.0,1.0,0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
661,662,32,0.0,0.0,0.0,1.0,1.0,0,1.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
662,663,26,0.0,6.0,45.0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
663,664,30,0.0,13.0,45.0,1.0,1.0,0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
664,665,30,0.0,6.0,45.0,1.0,1.0,1,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
665,666,22,0.0,8.0,45.0,0.0,1.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
666,667,24,0.0,6.0,45.0,1.0,1.0,0,0.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
667,668,26,0.0,4.0,45.0,1.0,1.0,0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
668,669,43,0.0,7.0,45.0,1.0,1.0,0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
669,670,26,0.0,20.0,45.0,1.0,1.0,0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
670,671,23,0.0,0.0,17.0,1.0,0.0,0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
671,672,26,0.0,2.0,45.0,1.0,1.0,0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
672,673,26,1.0,18.0,45.0,1.0,0.0,0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
673,674,35,0.0,2.0,45.0,1.0,0.0,0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
674,675,28,0.0,0.0,8.0,1.0,1.0,1,3.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
675,676,22,0.0,8.0,45.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
676,677,29,1.0,0.0,9.0,1.0,0.0,1,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
677,678,29,0.0,3.0,45.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
678,679,45,0.0,0.0,13.0,1.0,1.0,1,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
679,680,33,0.0,19.0,45.0,1.0,1.0,1,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
680,681,38,0.0,0.0,12.0,1.0,1.0,1,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
681,682,19,1.0,0.0,14.0,1.0,0.0,1,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
682,683,29,1.0,2.0,45.0,1.0,1.0,1,2.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
683,684,21,1.0,1.0,45.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
684,685,23,1.0,8.0,45.0,1.0,0.0,1,3.0,5.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
685,686,33,1.0,0.0,17.0,1.0,0.0,1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
686,687,49,0.0,0.0,2.0,1.0,0.0,1,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
687,688,28,0.0,0.0,35.0,1.0,1.0,0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
688,689,27,1.0,1.0,45.0,1.0,1.0,1,3.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
